Epoch,Train_Loss,Val_Loss
1,0.15999179533364233,0.14882148140537263
2,0.14893520661669174,0.1487541512567603
3,0.14475566391751218,0.1439959076777143
4,0.14117970226138393,0.14376726322555305
5,0.13704635769110599,0.14309320994188474
6,0.1323677838236967,0.14254238567397295
7,0.1273160431767641,0.14421202483297754
8,0.12236519147875546,0.14520309360278638
9,0.11844950447963241,0.1459649672036582
10,0.11597692570118204,0.14612406806919478
