Epoch,Train_Loss,Val_Loss
1,0.0,0.15474771073257382
2,0.15057393944297434,0.14840067355808886
2,0.0753255794219163,0.14788270826608027
3,0.14649643183531125,0.14565704612225888
4,0.14257183639751292,0.14561494998633862
5,0.1382067823897841,0.14480710568760874
5,0.0,0.14469831297174096
6,0.1301355502819976,0.14582449504682285
7,0.12498554923489738,0.1479687723966146
8,0.11970384209644329,0.1501401305325668
9,0.11026968399262972,0.15167455457743595
10,0.11264546409079423,0.15203055407089944
