Epoch,Train_Loss,Val_Loss
1,0.1460596500723001,0.15184234009997288
2,0.1556043537539894,0.14821075774899065
3,0.15101232990343427,0.14573037876426495
4,0.14750804984487034,0.1446900284528053
5,0.14402055757951465,0.14502142713620111
6,0.14024406105753168,0.1440688242652902
7,0.13637096735918802,0.1445665170473081
8,0.13190482213413676,0.14474071763413415
9,0.12868315139209022,0.14604874284794697
10,0.12620184672025642,0.14681530693423883
